1376587921.0980000496;40.436837516670003367;-79.998478866669998411;0.0
1376587922.0989999771;40.436837500000002876;-79.998478899999994951;0.0
1376587923.0989999771;40.436837599999996939;-79.998478916669995442;0.0
1376587924.0989999771;40.436837933329996986;-79.998478599999998551;0.0
1376587925.0989999771;40.436843600000003107;-79.998474849999993808;0.0
1376587926.0989999771;40.436859550000001207;-79.998464466670000661;0.0
1376587927.0989999771;40.436883450000003393;-79.998449983330004898;0.0
1376587928.0989999771;40.436910016669997958;-79.998433783330000324;0.0
1376587929.0989999771;40.436935833329997081;-79.998418883330003837;0.0
1376587930.0999999046;40.436959016670002143;-79.99840485000000001;0.0
1376587931.0999999046;40.436979100000002063;-79.998392100000003779;0.0
1376587932.0999999046;40.436997300000001587;-79.998381850000001236;0.0
1376587933.0999999046;40.437013800000002561;-79.998372700000004443;0.0
1376587934.0999999046;40.437027100000001667;-79.998365083330000402;0.0
1376587935.0999999046;40.437037783329998319;-79.998359316670004659;0.0
1376587936.0999999046;40.437046533329997544;-79.998355016670004147;0.0
1376587937.0999999046;40.437051766670002451;-79.998351533329994822;0.0
1376587938.0999999046;40.437055649999997797;-79.998349033330001134;0.0
1376587939.1010000706;40.437058016670000882;-79.998347550000005413;0.0
1376587940.1010000706;40.437059266669997726;-79.998346766669996555;0.0
1376587941.1010000706;40.437061550000002796;-79.998346166670003754;0.0
1376587942.1010000706;40.437062033330001043;-79.998345783329995129;0.0
1376587943.1010000706;40.4370627666700031;-79.998345383330004665;0.0
1376587944.1010000706;40.437063549999997747;-79.998344883330005928;0.0
1376587945.1010000706;40.43706393333000193;-79.998344683330003591;0.0
1376587946.1019999981;40.437063983329998962;-79.998344733330000622;0.0
1376587947.1019999981;40.437064100000000622;-79.998344783329997654;0.0
1376587948.1019999981;40.437065116669998588;-79.998344483330001253;0.0
1376587949.1019999981;40.437069066669998563;-79.998342833329999735;0.0
1376587950.1019999981;40.437076116669999237;-79.998339650000005463;0.0
